id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,image,cry
915,lechonk,normal,,54,45,40,35,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/915.ogg
916,oinkologne-male,normal,,110,100,75,59,80,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/916.ogg
917,tarountula,bug,,35,41,45,29,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/917.ogg
918,spidops,bug,,60,79,92,52,86,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/918.ogg
919,nymble,bug,,33,46,40,21,25,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/919.ogg
920,lokix,bug,dark,71,102,78,52,55,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/920.ogg
921,pawmi,electric,,45,50,20,40,25,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/921.ogg
922,pawmo,electric,fighting,60,75,40,50,40,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/922.ogg
923,pawmot,electric,fighting,70,115,70,70,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/923.ogg
924,tandemaus,normal,,50,50,45,40,45,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/924.ogg
925,maushold-family-of-four,normal,,74,75,70,65,75,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/925.ogg
926,fidough,fairy,,37,55,70,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/926.ogg
927,dachsbun,fairy,,57,80,115,50,80,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/927.ogg
928,smoliv,grass,normal,41,35,45,58,51,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/928.ogg
929,dolliv,grass,normal,52,53,60,78,78,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/929.ogg
930,arboliva,grass,normal,78,69,90,125,109,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/930.ogg
931,squawkabilly-green-plumage,normal,flying,82,96,51,45,51,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/931.ogg
932,nacli,rock,,55,55,75,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/932.ogg
933,naclstack,rock,,60,60,100,35,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/933.ogg
934,garganacl,rock,,100,100,130,45,90,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/934.ogg
935,charcadet,fire,,40,50,40,50,40,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/935.ogg
936,armarouge,fire,psychic,85,60,100,125,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/936.ogg
937,ceruledge,fire,ghost,75,125,80,60,100,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/937.ogg
938,tadbulb,electric,,61,31,41,59,35,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/938.ogg
939,bellibolt,electric,,109,64,91,103,83,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/939.ogg
940,wattrel,electric,flying,40,40,35,55,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/940.ogg
941,kilowattrel,electric,flying,70,70,60,105,60,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/941.ogg
942,maschiff,dark,,60,78,60,40,51,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/942.ogg
943,mabosstiff,dark,,80,120,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/943.ogg
944,shroodle,poison,normal,40,65,35,40,35,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/944.ogg
945,grafaiai,poison,normal,63,95,65,80,72,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/945.ogg
946,bramblin,grass,ghost,40,65,30,45,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/946.ogg
947,brambleghast,grass,ghost,55,115,70,80,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/947.ogg
948,toedscool,ground,grass,40,40,35,50,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/948.ogg
949,toedscruel,ground,grass,80,70,65,80,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/949.ogg
950,klawf,rock,,70,100,115,35,55,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/950.ogg
951,capsakid,grass,,50,62,40,62,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/951.ogg
952,scovillain,grass,fire,65,108,65,108,65,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/952.ogg
953,rellor,bug,,41,50,60,31,58,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/953.ogg
954,rabsca,bug,psychic,75,50,85,115,100,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/954.ogg
955,flittle,psychic,,30,35,30,55,30,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/955.ogg
956,espathra,psychic,,95,60,60,101,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/956.ogg
957,tinkatink,fairy,steel,50,45,45,35,64,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/957.ogg
958,tinkatuff,fairy,steel,65,55,55,45,82,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/958.ogg
959,tinkaton,fairy,steel,85,75,77,70,105,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/959.ogg
960,wiglett,water,,10,55,25,35,25,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/960.ogg
961,wugtrio,water,,35,100,50,50,70,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/961.ogg
962,bombirdier,flying,dark,70,103,85,60,85,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/962.ogg
963,finizen,water,,70,45,40,45,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/963.ogg
964,palafin-zero,water,,100,70,72,53,62,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/964.ogg
965,varoom,steel,poison,45,70,63,30,45,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/965.ogg
966,revavroom,steel,poison,80,119,90,54,67,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/966.ogg
967,cyclizar,dragon,normal,70,95,65,85,65,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/967.ogg
968,orthworm,steel,,70,85,145,60,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/968.ogg
969,glimmet,rock,poison,48,35,42,105,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/969.ogg
970,glimmora,rock,poison,83,55,90,130,81,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/970.ogg
971,greavard,ghost,,50,61,60,30,55,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/971.ogg
972,houndstone,ghost,,72,101,100,50,97,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/972.ogg
973,flamigo,flying,fighting,82,115,74,75,64,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/973.ogg
974,cetoddle,ice,,108,68,45,30,40,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/974.ogg
975,cetitan,ice,,170,113,65,45,55,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/975.ogg
976,veluza,water,psychic,90,102,73,78,65,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/976.ogg
977,dondozo,water,,150,100,115,65,65,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/977.ogg
978,tatsugiri-curly,dragon,water,68,50,60,120,95,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/978.ogg
979,annihilape,fighting,ghost,110,115,80,50,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/979.ogg
980,clodsire,poison,ground,130,75,60,45,100,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/980.ogg
981,farigiraf,normal,psychic,120,90,70,110,70,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/981.ogg
982,dudunsparce-two-segment,normal,,125,100,80,85,75,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/982.ogg
983,kingambit,dark,steel,100,135,120,60,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/983.ogg
984,great-tusk,ground,fighting,115,131,131,53,53,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/984.ogg
985,scream-tail,fairy,psychic,115,65,99,65,115,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/985.ogg
986,brute-bonnet,grass,dark,111,127,99,79,99,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/986.ogg
987,flutter-mane,ghost,fairy,55,55,55,135,135,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/987.ogg
988,slither-wing,bug,fighting,85,135,79,85,105,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/988.ogg
989,sandy-shocks,electric,ground,85,81,97,121,85,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/989.ogg
990,iron-treads,ground,steel,90,112,120,72,70,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/990.ogg
991,iron-bundle,ice,water,56,80,114,124,60,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/991.ogg
992,iron-hands,fighting,electric,154,140,108,50,68,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/992.ogg
993,iron-jugulis,dark,flying,94,80,86,122,80,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/993.ogg
994,iron-moth,fire,poison,80,70,60,140,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/994.ogg
995,iron-thorns,rock,electric,100,134,110,70,84,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/995.ogg
996,frigibax,dragon,ice,65,75,45,35,45,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/996.ogg
997,arctibax,dragon,ice,90,95,66,45,65,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/997.ogg
998,baxcalibur,dragon,ice,115,145,92,75,86,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/998.ogg
999,gimmighoul,ghost,,45,30,70,75,70,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/999.ogg
1000,gholdengo,steel,ghost,87,60,95,133,91,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/1000.ogg
1001,wo-chien,dark,grass,85,85,100,95,135,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/1001.ogg
1002,chien-pao,dark,ice,80,120,80,90,65,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/1002.ogg
1003,ting-lu,dark,ground,155,110,125,55,80,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/1003.ogg
1004,chi-yu,dark,fire,55,80,80,135,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/1004.ogg
